idea_titulo;idea_url
4.0 - PeloAmigo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291788
4.0 - Planejamento de Sonho;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291809
4.0 - Projeto Arcanjo – Inteligência de Dados para Cuidar e Conectar;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288528
4.0 - Robô Lúmina;https://plataforma.gpinovacao.senai.br/plataforma/ideia/290879
4.0 - SAFEDRILL;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288492
4.0 - SafeRoad Watch;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288582
4.0 - SCHULZ SafeVision: Prevenção Inteligente com IA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288527
4.0 - SensEye integrador social;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288310
4.0 - Sensorium: Automação e Análise de Fluídos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/290868
4.0 - SISTEMA DE FILTRAGEM POR MEMBRANAS PARA TRATAMENTO DE ÁGUA SALGADA COM USO INDUSTRIAL;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288645
4.0 - Smart Speed;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291908
4.0 - SmartWaterTank;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289405
4.0 - SOLUÇÕES PARA TEMPERATURAS VARIAVEIS NAS INDUSTRIAS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288525
4.0 - Teste;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287952
4.0 - WaterLevel;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292685
4.0 -TimeDrive: Sistema Inteligente de Gestão de Fadiga ao Volante;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288520
4.0 Automação para  Empilhamento de Caixas;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276513
4.0 inovadores;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287789
4.0 Kinetic Steam;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288614
4.0 SIO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287906
4.0- Tecnologia de IO-Link Para Medir Controle de Nível de Caixa d'água;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289016
4.0-Qualivision;https://plataforma.gpinovacao.senai.br/plataforma/ideia/290820
4.0-Sistema SAP mobile;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291923
4M;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283830
5s conect;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275835
5S de Excelência;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281886
5S Inovador: Engajamento com Design Thinking;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289458
A;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286485
a;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283038
A decidir;https://plataforma.gpinovacao.senai.br/plataforma/ideia/280652
a decidir;https://plataforma.gpinovacao.senai.br/plataforma/ideia/280448
A Estratégia da Prevenção;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286178
A Implementação de um Sistema Eficiente de Organização de Estoque;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275021
A importância do uso de EPI;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292564
A Logística Invisível do Almoxarifado;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285547
A Logística Invisível do Almoxarifado;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287644
A Manutenção que Começa Tarde Demais;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285524
A resposta está no nosso sistema.;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275165
A Solução do Tio Guto;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291576
A UTILIZAÇÃO DE BICICLETAS PARA A MOBILIDADE SUSTENTÁVEL COMO ESTRATÉGIA ESSENCIAL PARA CIDADES MAIS SUSTENTÁVEIS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285506
A.G.S [ANGLE GRINDER SUPPORT];https://plataforma.gpinovacao.senai.br/plataforma/ideia/285749
Abastecimento Automatizado da Caldeira;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286880
AbraKdoor;https://plataforma.gpinovacao.senai.br/plataforma/ideia/277277
Acessibilidade;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282993
Acessibilidade para pessoas PCD;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286108
Acesso Inclusivo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285903
Achados & Conectados - Portal corporativo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285919
ACIONAMENTO REMOTO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273838
"Acionamento remoto de motores trifasicos até 3 cavalos ; para exaustores industrias .";https://plataforma.gpinovacao.senai.br/plataforma/ideia/287158
AcolheVida;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292001
Acolhimento do trabalhador nas plataformas na indústria 4.0;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285893
Acumulo de galões de produtos de higiene: Desafio e destinação Adequada;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287706
Acúmulo Incontrolado;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276170
Acuracidade de Estoque;https://plataforma.gpinovacao.senai.br/plataforma/ideia/273333
ad asdsa;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287270
Adapta+;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283189
Adapta+;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283190
Adaptabilidade no Ambiente de Trabalho;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283058
Adaptação do ambiente de trabalho por meio de cursos e tecnologia.;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292654
Adaptação e Acessibilidade no Ambiente de Trabalho: Programa de Valorização de Mulheres e Pessoas com Deficiência.;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291385
AdaptaPro;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292750
Adequação de Equipamentos de Proteção Individual;https://plataforma.gpinovacao.senai.br/plataforma/ideia/278697
administração;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291744
Adptação De Carro Movimentador Pneumático;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282598
Afiador de Brocas;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286729
AgriSmartOS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/280715
Agro 4 Tech;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284322
Agro+;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276417
Agromind;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274003
Agromind;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274027
AgroScan;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288817
AgroTech;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274019
AGROTRCK – TECNOLOGIA PARA GESTÂO INTELIGENTE DO PLANTIO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274022
Airvana;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292636
AJL - Ajuda de Organização Logística;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287011
Ajuste nas áreas remotas;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291038
ALA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288548
ALA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288549
ALA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288550
AlA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288553
Alarmita Solutions;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276329
Alcontrol - Medidor e Dosado de álcool inteligente;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289200
aleatorio;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282982
Alecrim Digital;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287013
Alegres;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286184
AlertaVolts;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287430
Alfa soluções elétricas;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287716
ALFATEC;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284588
Algema de Conexão Hidráulica;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286723
Algodão puro;https://plataforma.gpinovacao.senai.br/plataforma/ideia/290754
Algoritmo ao nosso favor!;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292712
Alimentação do futuro - Personalização inteligente com IoT e IA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275052
Alimentador Automático de PET;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292702
Alimentador automático de pet;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286848
Alimentador automático de pets;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276748
Alimentador automático para pet;https://plataforma.gpinovacao.senai.br/plataforma/ideia/290469
Alinha +;https://plataforma.gpinovacao.senai.br/plataforma/ideia/278265
Alinhador Rim and Face;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286736
Almox AI;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288551
Almoxarifado;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286490
Almoxarifado Eficiente;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287911
Almoxarifado Inteligente;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289125
Almoxarifado inteligente;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292234
Almoxarifado inteligente;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292236
Almoxarifado inteligente;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292238
Almoxerifado inteligente;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292233
Almoxpert;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282002
Alojamento Modular com energia solar;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287724
Alta rotatividade e baixa qualificação da mão de obra na unidade de Sorriso-MT.;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287630
Alta Tensão - Status Fan;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282424
Alteração de pH da Água Através de Óxido de Zinco;https://plataforma.gpinovacao.senai.br/plataforma/ideia/278678
Alternativas para carregamento de veículos Elétricos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291812
Altimax Engenharia;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274400
Altimax Engenharia;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274401
AltimaxEngenharia;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274030
AltimaxEngenharia;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274031
ALVOFINANCE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282046
AMAVI Tech;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281604
Ambiente etico 360;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281339
Amigos Pets - Parceria entre amigos e entidades;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288513
Análise de RH da Delícias do Campo HACKATHON SENAI 134;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284487
Analise de RH Delicias do Campo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284486
Análise de variações de temperaturas em espaços de trabalho compartilhados;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276363
Analise Preditiva;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284489
ANAVRIN;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291525
AnimaTech - inovação em próteses animais;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281899
Anjo da Guarda;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276668
Anonymous;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284149
ANPets;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287622
Anti-rato Pro;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288135
Anxiety;https://plataforma.gpinovacao.senai.br/plataforma/ideia/277329
APB VISION;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291638
APB VISION;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286190
Apex Innovation;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289593
APLAC;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291627
Aplicativo de acompanhamento de liderança;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284506
Aplicativo de Armazenamento em Nuvem de Documentos Fiscais;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275153
Aplicativo de Entrega;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288657
Aplicativo de gestão financeira;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285654
Aplicativo gerenciador de manutenção-;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289028
"Aplicativo gerenciador de resíduos: ""ResíduoZero Pro"" (RZP)";https://plataforma.gpinovacao.senai.br/plataforma/ideia/292764
APLICATIVO GPOINT;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286570
Aplicativo para consulta de funcionários;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275888
Aplicativo RefeiFácil;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292758
Aplicativo Segurança é Tudo!;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292556
Apocalípticos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276312
Apocalípticos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276132
Apocalípticos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276142
Apocalípticos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276420
App  5s na pratica;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275875
APP - BRIEFING;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284707
App arco-ires;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275308
app arco-ires;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275183
AppleDate Smooth;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282872
Apreciação Guido;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285553
Aprendiz Na Prática;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288248
Aprimoramento dos processos de ressuprimento e distribuição: Soluções para desafios logísticos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284316
APRize;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276678
AQUA TECH;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292290
Aqua Yen (Your Efficient Notifier): Caixas D'água Inteligentes;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288305
AquaMind;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292022
AquaSense;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286348
Aramix;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291790
Área de Convivência para o SENAI;https://plataforma.gpinovacao.senai.br/plataforma/ideia/290128
Área de Descanso para colaboradores;https://plataforma.gpinovacao.senai.br/plataforma/ideia/280183
Armazenagem em ação;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291573
ArqAcessível Soluções em Acessibilidade;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287275
Arquitetas do futuro;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283769
Arquitetura eficiente: como aproveitar ao máximo um lote pequeno;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287501
As aves também precisam de prótese;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275459
As inovadoras;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283820
AS MENINAS PODEROSAS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288249
As potentes;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276314
Asa Literária;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283278
asadd;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275091
Ascensão da cor;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292651
asdfasdfasfasf;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292357
Aspirador De Polimeros;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286701
"AtendeFácil: Modernização do Atendimento na Lanchonete Aroma e Sabor""";https://plataforma.gpinovacao.senai.br/plataforma/ideia/282619
Atividades integradas;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291739
Atmuns;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283654
Atmuns;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283657
ATMUNS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284718
ATMUNS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284719
"Atualizando; normatizando e economizando...";https://plataforma.gpinovacao.senai.br/plataforma/ideia/286720
AULAS EM MOVIMENTO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291972
Aurion;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281983
AURISVOX;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292386
AUTHENTICFORGE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283957
AUTHENTICFORGE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283958
auto almoxarifado;https://plataforma.gpinovacao.senai.br/plataforma/ideia/280180
AUTO CARGA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286386
Auto Umbrella;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284627
AutoAnjo - Sistema de segurança veicular para crianças.;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287495
AutoControl;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291071
autoCromo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289184
Autoforms360°;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286833
Autoforms360°;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286837
AUTOID TECH;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288270
AutoLIA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292582
AUTOLIMP;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291897
AUTOMAÇÃO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288316
automacao da producao de queijo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276704
Automação de decapagem de cabos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287639
Automação de exaustão;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276673
Automação de pedidos da linha de produção;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281562
Automação de porta com Arduino;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287276
AUTOMAÇÃO DE PORTAS ELETRONICAS;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276116
Automação de reservatório;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276353
Automação de um compressor;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287780
Automação dos compressores;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284493
Automação e Instrumentação para a Segurança em Veículos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292210
Automação e instrumentação para segurança em veículos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292432
Automação e Instrumentação Para Segurança em Veículos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287091
Automação Inteligente;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291807
Automação Inteligente para Processos de Silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291913
AUTOMAÇÂO NA PRODUÇÃO DO QUEIJO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282723
Automação no Monitoramento da qualidade da água na piscicultura;https://plataforma.gpinovacao.senai.br/plataforma/ideia/278519
Automação no processo de identificação de peças;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288136
Automação no Processo de Identificação de Peças;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292239
Automação no Processo de Identificação de Peças;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292257
Automação no Processo de Silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292355
Automação no Processo de Silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292364
Automação no processo de silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292375
Automação no processo de silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292414
Automação no Processo de Silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/280133
Automação no Processo de Silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292437
Automação no Processo de Silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292250
Automação no Processo de Silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292260
automacão virado  de queijo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292723
Automaster System;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275235
AUTOMATEC;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276117
Automatização da movimentação do  cabeçote móvel do torno mecânico manual para PCD's;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284029
Automatização de bomba para caixa D'agua;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287814
Automatização de Chamados;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275615
Automatização de porta com arduino;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287273
Automatização de portas com Arduíno;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288151
Automatização no proceso de silagem;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292826
automatização por arduino;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282740
Automatização sobre o ensaio de partículas magnéticas com auxílio de IA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286501
Automatize-se;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282943
AUTOMEC;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286805
AUTOMIND;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284636
AutoPec;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287860
AutoPec;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288242
Autostart;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282007
Autoxarifado;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287229
Avalanche;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288185
Avaliação de Eficácia dos treinamentos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292697
avaliar de seguintes formas;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285579
AVANÇA TEXTIL;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292549
Avanço Soluções Industriais;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282181
Avitália;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275465
AxisTech;https://plataforma.gpinovacao.senai.br/plataforma/ideia/281601
Axow Soluções Financeiras;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283405
Baby Safety  -  Segurança para quem realmente tem valor!;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276958
Baby Sleep;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292682
Baby Sleep;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291527
BAJ;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283498
Bancada de teste EA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275199
bancada de testes automatizada;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286498
Bancada de Testes de Projetos Elétricos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288274
Bancada Didática Flex Test;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283905
Bancada Didática Flex Test;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283906
Bancada Didática Flex Test;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283907
Bancada Didática Flex Test;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283908
Bancada Didática Flex Test;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283966
Bancada Didática Flex Test;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283901
Bancada Didática Flex Test;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283903
Bancada Modular Segmentada;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287240
Bancada SoldaFácil;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286704
Barreira de Insuflação;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287027
Barreira de Insuflação;https://plataforma.gpinovacao.senai.br/plataforma/ideia/287068
Bartimeu;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282454
Base adaptada para solda ponto;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288852
Base para Solda Ponto - Weld Point;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274216
BatBot;https://plataforma.gpinovacao.senai.br/plataforma/ideia/279592
Bateria gravitacional;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275844
Bcicle;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292034
Beach Wave;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275951
Bebida Láctea (Peanut Pro);https://plataforma.gpinovacao.senai.br/plataforma/ideia/280497
Beep Led;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275914
Bem-Estar Ergonômico;https://plataforma.gpinovacao.senai.br/plataforma/ideia/276628
Beyond vinculum;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283963
Beyond vinculum;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283964
Beyond vinculum;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283965
Biblon;https://plataforma.gpinovacao.senai.br/plataforma/ideia/282863
big blue;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284409
BIHAV soluções;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291386
Bio MAR;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291882
Bio MAR;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291891
BioChama;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275820
Biocompósitos na Codel: Viabilidade e Implantação de Resíduos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289304
BIOLOOP;https://plataforma.gpinovacao.senai.br/plataforma/ideia/290957
BioReaproveitar;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286275
BIOVITTA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/275469
Bituca verde;https://plataforma.gpinovacao.senai.br/plataforma/ideia/289529
BLJ Soluções;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283489
BLJ Soluções;https://plataforma.gpinovacao.senai.br/plataforma/ideia/283390
BLJ Soluções Logísticos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/284154
Bloco acústico;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288036
BLOX 3D;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285267
"Boletim Interno de Competências via nota A;B;C.";https://plataforma.gpinovacao.senai.br/plataforma/ideia/289237
Bombons Flor da Casca;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292261
Botão Certo;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291408
BOTÃO EMERGENTE;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274073
BotNick Robô Administrador Sustentável;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285557
Botões de Apito;https://plataforma.gpinovacao.senai.br/plataforma/ideia/291390
BoxLift;https://plataforma.gpinovacao.senai.br/plataforma/ideia/280516
braço mecânico;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286235
branquinhos gostosos;https://plataforma.gpinovacao.senai.br/plataforma/ideia/288624
BrasilTec industrias LTDA;https://plataforma.gpinovacao.senai.br/plataforma/ideia/274017
Breakout7;https://plataforma.gpinovacao.senai.br/plataforma/ideia/285576
Brilho Sustentável;https://plataforma.gpinovacao.senai.br/plataforma/ideia/286935
BRINCARECO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292698
BRINCARECO;https://plataforma.gpinovacao.senai.br/plataforma/ideia/292223
